num_posto;dat_medicao;val_vaz_natr;val_vaz_incr;val_vaz_aflu;val_vaz_defl;val_cota
1;2018-06-12;42,06;42,06;44,00;44,00;911,31
1;2018-06-13;41,04;41,04;36,36;44,00;911,30
1;2018-06-14;40,51;40,51;43,00;43,00;911,30
1;2018-06-15;39,62;39,62;37,36;45,00;911,29
1;2018-06-16;39,29;39,29;36,36;44,00;911,28
1;2018-06-17;38,89;38,89;36,36;44,00;911,27
1;2018-06-18;39,39;39,39;37,36;45,00;911,26
1;2018-06-19;39,90;39,90;37,36;45,00;911,25
1;2018-06-20;39,93;39,93;36,36;44,00;911,24
1;2018-06-21;40,03;40,03;44,00;44,00;911,24
1;2018-06-22;39,17;39,17;36,36;44,00;911,23
1;2018-06-23;38,08;38,08;28,72;44,00;911,21
1;2018-06-24;36,91;36,91;36,36;44,00;911,20
1;2018-06-25;36,18;36,18;36,36;44,00;911,19
1;2018-06-26;35,74;35,74;28,72;44,00;911,17
1;2018-06-27;35,27;35,27;36,36;44,00;911,16
1;2018-06-28;34,71;34,71;28,72;44,00;911,14
1;2018-06-29;34,38;34,38;36,36;44,00;911,13
1;2018-06-30;33,87;33,87;28,72;44,00;911,11
1;2018-07-01;33,55;33,55;36,36;44,00;911,10
1;2018-07-02;33,37;33,37;28,72;44,00;911,08
1;2018-07-03;33,19;33,19;28,72;44,00;911,06
1;2018-07-04;33,13;33,13;37,36;45,00;911,05
1;2018-07-05;33,14;33,14;28,72;44,00;911,03
1;2018-07-06;33,08;33,08;34,72;50,00;911,01
1;2018-07-07;32,52;32,52;29,95;45,00;910,99
1;2018-07-08;32,38;32,38;30,19;45,00;910,97
1;2018-07-09;32,64;32,64;30,19;45,00;910,95
1;2018-07-10;32,33;32,33;30,19;45,00;910,93
1;2018-07-11;32,08;32,08;37,59;45,00;910,92
211;2018-06-12;101,82;59,51;100,94;97,00;807,97
211;2018-06-13;99,62;58,02;98,94;95,00;807,98
211;2018-06-14;97,54;56,74;98,19;110,00;807,95
211;2018-06-15;95,76;55,66;97,95;102,00;807,94
211;2018-06-16;94,20;54,74;97,06;101,00;807,93
211;2018-06-17;93,46;54,35;93,06;97,00;807,92
211;2018-06-18;93,27;54,15;95,92;84,00;807,95
211;2018-06-19;93,51;53,89;92,94;89,00;807,96
211;2018-06-20;93,88;53,97;96,00;96,00;807,96
211;2018-06-21;93,68;53,70;93,06;97,00;807,95
211;2018-06-22;92,89;53,26;95,87;88,00;807,97
211;2018-06-23;91,68;53,02;92,94;89,00;807,98
211;2018-06-24;89,86;52,32;93,06;97,00;807,97
211;2018-06-25;88,06;51,48;93,06;97,00;807,96
211;2018-06-26;86,84;50,86;90,06;94,00;807,95
211;2018-06-27;86,03;50,50;89,00;89,00;807,95
211;2018-06-28;84,17;49,15;89,94;86,00;807,96
211;2018-06-29;83,31;48,75;89,94;86,00;807,97
211;2018-06-30;82,02;47,87;89,94;86,00;807,98
211;2018-07-01;80,44;46,72;85,06;89,00;807,97
211;2018-07-02;80,18;46,71;88,21;108,00;807,92
211;2018-07-03;79,68;46,40;86,00;86,00;807,92
211;2018-07-04;79,76;46,60;86,00;86,00;807,92
211;2018-07-05;79,71;46,57;86,00;86,00;807,92
211;2018-07-06;79,13;46,01;90,87;83,00;807,94
211;2018-07-07;78,01;45,18;87,05;83,00;807,95
211;2018-07-08;76,80;44,34;88,94;85,00;807,96
211;2018-07-09;76,27;43,77;82,00;82,00;807,96
211;2018-07-10;76,06;43,56;83,94;80,00;807,97
211;2018-07-11;76,70;44,48;88,00;88,00;807,97
6;2018-06-12;258,50;154,49;227,59;185,00;758,12
6;2018-06-13;252,20;149,40;217,30;196,00;758,12
6;2018-06-14;246,88;146,16;211,81;297,00;758,11
6;2018-06-15;249,88;151,30;242,63;413,00;758,10
6;2018-06-16;256,50;159,85;234,00;234,00;758,10
6;2018-06-17;264,71;169,73;240,70;262,00;758,09
6;2018-06-18;270,89;177,06;251,59;209,00;758,10
6;2018-06-19;265,83;172,47;232,59;190,00;758,10
6;2018-06-20;256,22;162,84;212,30;191,00;758,10
6;2018-06-21;246,81;153,12;230,59;188,00;758,11
6;2018-06-22;239,21;145,43;222,00;222,00;758,11
6;2018-06-23;235,16;141,87;184,70;206,00;758,11
6;2018-06-24;231,77;139,48;206,70;228,00;758,10
6;2018-06-25;228,66;137,89;188,00;188,00;758,10
6;2018-06-26;223,89;134,93;213,30;192,00;758,11
6;2018-06-27;219,94;132,49;209,22;337,00;758,09
6;2018-06-28;217,76;131,33;180,70;202,00;758,09
6;2018-06-29;214,90;129,81;196,41;239,00;758,09
6;2018-06-30;211,46;127,72;188,00;188,00;758,09
6;2018-07-01;207,19;124,53;175,41;218,00;758,08
6;2018-07-02;203,56;122,33;179,41;222,00;758,08
6;2018-07-03;200,63;120,32;203,11;267,00;758,07
6;2018-07-04;199,86;119,93;170,11;234,00;758,07
6;2018-07-05;197,87;118,14;192,41;235,00;758,06
6;2018-07-06;196,96;117,23;166,93;316,00;758,05
6;2018-07-07;195,27;115,85;156,52;263,00;758,04
6;2018-07-08;193,33;114,76;192,41;235,00;758,04
6;2018-07-09;192,07;114,66;174,41;217,00;758,03
6;2018-07-10;189,47;112,93;173,74;408,00;758,01
6;2018-07-11;190,12;113,95;150,82;358,00;757,99
7;2018-06-12;307,31;47,63;196,33;238,00;657,69
7;2018-06-13;305,13;46,89;253,33;170,00;657,73
7;2018-06-14;297,57;45,60;266,00;391,00;657,67
7;2018-06-15;291,85;44,85;457,67;166,00;657,81
7;2018-06-16;296,94;46,79;272,50;210,00;657,84
7;2018-06-17;304,48;47,63;274,00;274,00;657,84
7;2018-06-18;311,85;46,89;207,00;207,00;657,84
7;2018-06-19;316,42;45,75;259,67;218,00;657,86
7;2018-06-20;309,67;44,25;242,67;201,00;657,88
7;2018-06-21;299,26;43,43;209,00;209,00;657,88
7;2018-06-22;289,15;42,65;256,83;236,00;657,89
7;2018-06-23;281,38;42,34;212,17;233,00;657,88
7;2018-06-24;276,24;41,22;223,83;203,00;657,89
7;2018-06-25;271,80;40,15;192,33;234,00;657,87
7;2018-06-26;268,22;39,75;181,17;577,00;657,68
7;2018-06-27;262,39;38,66;339,83;319,00;657,69
7;2018-06-28;258,20;38,35;282,83;637,00;657,52
7;2018-06-29;255,76;38,12;296,33;338,00;657,50
7;2018-06-30;252,74;37,98;259,83;614,00;657,33
7;2018-07-01;248,43;37,15;256,33;298,00;657,31
7;2018-07-02;243,67;36,63;143,33;685,00;657,05
7;2018-07-03;239,82;36,38;235,54;484,00;656,93
7;2018-07-04;236,01;35,41;252,03;520,00;656,80
7;2018-07-05;234,41;34,64;210,48;396,00;656,71
7;2018-07-06;232,09;34,26;325,41;614,00;656,57
7;2018-07-07;231,37;34,48;298,96;670,00;656,39
7;2018-07-08;228,49;33,30;235,55;318,00;656,35
7;2018-07-09;226,89;33,62;193,66;709,00;656,10
7;2018-07-10;225,49;33,53;264,45;696,00;655,88
7;2018-07-11;223,47;33,98;319,67;902,00;655,57
8;2018-06-12;318,36;10,99;231,46;195,00;620,70
8;2018-06-13;316,58;10,82;173,75;205,00;620,64
8;2018-06-14;310,30;10,52;376,46;340,00;620,71
8;2018-06-15;303,87;10,35;170,92;223,00;620,61
8;2018-06-16;306,26;10,80;212,42;202,00;620,63
8;2018-06-17;313,27;10,99;275,79;281,00;620,62
8;2018-06-18;320,52;10,82;206,00;206,00;620,62
8;2018-06-19;325,65;10,56;210,21;205,00;620,63
8;2018-06-20;321,85;10,21;194,58;205,00;620,61
8;2018-06-21;312,32;10,02;211,21;206,00;620,62
8;2018-06-22;301,94; 9,84;241,46;205,00;620,69
8;2018-06-23;293,42; 9,77;216,79;222,00;620,68
8;2018-06-24;287,25; 9,51;210,42;200,00;620,70
8;2018-06-25;282,36; 9,27;237,46;201,00;620,77
8;2018-06-26;278,44; 9,17;551,04;400,00;621,06
8;2018-06-27;273,01; 8,92;322,87;276,00;621,15
8;2018-06-28;268,27; 8,85;600,67;559,00;621,23
8;2018-06-29;265,27; 8,80;333,50;396,00;621,11
8;2018-06-30;262,39; 8,77;575,58;211,00;621,81
8;2018-07-01;258,26; 8,57;312,75;344,00;621,75
8;2018-07-02;253,51; 8,45;647,79;528,00;621,98
8;2018-07-03;249,33; 8,40;496,67;455,00;622,06
8;2018-07-04;245,29; 8,17;512,79;518,00;622,05
8;2018-07-05;242,87; 7,99;397,17;543,00;621,77
8;2018-07-06;240,67; 7,91;587,38;603,00;621,74
8;2018-07-07;239,54; 7,96;654,96;556,00;621,93
8;2018-07-08;237,02; 7,69;344,79;350,00;621,92
8;2018-07-09;235,12; 7,76;668,54;580,00;622,09
8;2018-07-10;233,63; 7,74;695,54;982,00;621,54
8;2018-07-11;231,90; 7,84;886,08;1084,00;621,16
9;2018-06-12;322,78; 4,55;219,50;282,00;557,56
9;2018-06-13;321,43; 4,48;222,36;205,00;557,61
9;2018-06-14;315,96; 4,35;355,97;415,00;557,44
9;2018-06-15;309,49; 4,28;250,36;233,00;557,49
9;2018-06-16;310,23; 4,47;220,89;207,00;557,53
9;2018-06-17;316,36; 4,55;299,03;365,00;557,34
9;2018-06-18;323,49; 4,48;236,94;230,00;557,36
9;2018-06-19;328,95; 4,37;218,42;208,00;557,39
9;2018-06-20;326,87; 4,23;220,89;207,00;557,43
9;2018-06-21;318,46; 4,15;221,89;208,00;557,47
9;2018-06-22;308,18; 4,07;217,42;207,00;557,50
9;2018-06-23;299,24; 4,04;237,78;210,00;557,58
9;2018-06-24;292,47; 3,94;221,89;208,00;557,62
9;2018-06-25;287,21; 3,83;222,03;288,00;557,43
9;2018-06-26;283,05; 3,80;403,17;424,00;557,37
9;2018-06-27;277,83; 3,69;315,89;427,00;557,05
9;2018-06-28;272,92; 3,66;556,67;515,00;557,17
9;2018-06-29;269,53; 3,64;439,61;516,00;556,95
9;2018-06-30;266,62; 3,63;247,19;209,00;557,06
9;2018-07-01;262,67; 3,55;345,22;498,00;556,62
9;2018-07-02;258,00; 3,50;529,50;467,00;556,80
9;2018-07-03;253,68; 3,47;477,33;519,00;556,68
9;2018-07-04;249,51; 3,38;528,47;525,00;556,69
9;2018-07-05;246,68; 3,31;565,14;520,00;556,82
9;2018-07-06;244,40; 3,27;618,11;507,00;557,14
9;2018-07-07;243,07; 3,29;584,06;341,00;557,84
9;2018-07-08;240,72; 3,18;404,33;321,00;558,08
9;2018-07-09;238,72; 3,21;599,75;506,00;558,35
9;2018-07-10;237,14; 3,20;999,06;1131,00;557,97
9;2018-07-11;235,51; 3,24;1188,11;1077,00;558,29
10;2018-06-12;335,31;13,01;300,44;309,00;512,07
10;2018-06-13;334,80;12,81;242,73;230,00;512,10
10;2018-06-14;330,70;12,46;407,81;446,00;512,01
10;2018-06-15;324,44;12,25;289,45;281,00;512,03
10;2018-06-16;322,71;12,78;227,01;210,00;512,07
10;2018-06-17;326,82;13,01;353,91;434,00;511,88
10;2018-06-18;333,33;12,81;267,28;238,00;511,95
10;2018-06-19;339,17;12,50;228,62;216,00;511,98
10;2018-06-20;339,82;12,09;219,28;215,00;511,99
10;2018-06-21;333,83;11,87;227,62;215,00;512,02
10;2018-06-22;324,11;11,65;223,56;215,00;512,04
10;2018-06-23;314,53;11,57;236,30;215,00;512,09
10;2018-06-24;306,55;11,26;233,01;216,00;512,13
10;2018-06-25;300,37;10,97;302,86;337,00;512,05
10;2018-06-26;295,64;10,86;427,59;474,00;511,94
10;2018-06-27;290,57;10,56;464,41;418,00;512,05
10;2018-06-28;285,44;10,48;529,81;593,00;511,90
10;2018-06-29;281,36;10,41;550,33;592,00;511,80
10;2018-06-30;278,21;10,38;300,68;217,00;512,00
10;2018-07-01;274,46;10,15;480,46;455,00;512,06
10;2018-07-02;269,95;10,01;515,64;558,00;511,96
10;2018-07-03;265,42; 9,94;552,55;611,00;511,82
10;2018-07-04;260,92; 9,67;566,33;533,00;511,90
10;2018-07-05;257,33; 9,46;566,56;533,00;511,98
10;2018-07-06;254,71; 9,36;543,77;569,00;511,92
10;2018-07-07;253,04; 9,42;404,68;371,00;512,00
10;2018-07-08;250,80; 9,10;359,46;334,00;512,06
10;2018-07-09;248,74; 9,19;506,52;574,00;511,90
10;2018-07-10;246,96; 9,16;1056,06;963,00;512,12
10;2018-07-11;245,47; 9,28;1043,24;1090,00;512,01
11;2018-06-12;363,31;29,06;345,56;415,00;494,51
11;2018-06-13;363,66;28,60;273,30;227,00;494,53
11;2018-06-14;360,57;27,82;453,59;361,00;494,57
11;2018-06-15;354,93;27,36;324,59;232,00;494,61
11;2018-06-16;352,12;28,55;259,56;329,00;494,58
11;2018-06-17;353,82;29,06;455,00;455,00;494,58
11;2018-06-18;358,68;28,60;297,41;390,00;494,54
11;2018-06-19;364,16;27,91;257,26;373,00;494,49
11;2018-06-20;366,49;26,99;242,00;242,00;494,49
11;2018-06-21;363,32;26,50;243,00;243,00;494,49
11;2018-06-22;354,99;26,02;241,96;404,00;494,42
11;2018-06-23;345,15;25,83;249,26;365,00;494,37
11;2018-06-24;335,69;25,15;244,11;383,00;494,31
11;2018-06-25;327,96;24,50;357,00;357,00;494,31
11;2018-06-26;322,26;24,25;488,41;581,00;494,27
11;2018-06-27;316,69;23,59;456,48;225,00;494,37
11;2018-06-28;311,40;23,40;595,56;665,00;494,34
11;2018-06-29;306,66;23,25;610,15;587,00;494,35
11;2018-06-30;302,96;23,17;275,30;229,00;494,37
11;2018-07-01;299,00;22,66;459,48;228,00;494,47
11;2018-07-02;294,55;22,35;625,52;857,00;494,37
11;2018-07-03;289,88;22,19;668,85;692,00;494,36
11;2018-07-04;284,77;21,60;573,96;736,00;494,29
11;2018-07-05;280,25;21,13;596,15;823,00;494,19
11;2018-07-06;276,92;20,90;597,29;665,00;494,16
11;2018-07-07;274,91;21,04;421,80;699,00;494,04
11;2018-07-08;272,24;20,32;383,78;242,00;494,10
11;2018-07-09;270,28;20,51;601,64;694,00;494,06
11;2018-07-10;268,31;20,45;1019,65;995,00;494,07
11;2018-07-11;266,94;20,73;1194,58;1244,00;494,05
12;2018-06-12;439,23;77,19;454,12;390,00;466,36
12;2018-06-13;439,59;76,09;293,94;326,00;466,34
12;2018-06-14;436,28;74,30;368,58;593,00;466,20
12;2018-06-15;430,71;73,19;286,88;351,00;466,16
12;2018-06-16;427,12;73,71;376,12;312,00;466,20
12;2018-06-17;427,46;74,42;449,18;353,00;466,26
12;2018-06-18;430,76;74,31;511,24;383,00;466,34
12;2018-06-19;435,23;73,59;392,94;425,00;466,32
12;2018-06-20;437,13;71,70;299,09;283,00;466,33
12;2018-06-21;434,90;70,12;283,91;300,00;466,32
12;2018-06-22;427,59;68,78;395,18;299,00;466,38
12;2018-06-23;417,97;68,31;425,68;281,00;466,47
12;2018-06-24;407,40;67,37;437,20;196,00;466,62
12;2018-06-25;397,30;65,79;402,27;290,00;466,69
12;2018-06-26;389,60;64,73;571,70;893,00;466,49
12;2018-06-27;382,82;63,58;312,97;586,00;466,32
12;2018-06-28;377,05;63,22;541,28;926,00;466,08
12;2018-06-29;371,73;62,90;604,85;717,00;466,01
12;2018-06-30;367,16;62,50;322,24;194,00;466,09
12;2018-07-01;362,84;62,02;219,06;187,00;466,11
12;2018-07-02;357,94;61,35;752,57;416,00;466,32
12;2018-07-03;352,82;60,80;738,15;690,00;466,35
12;2018-07-04;346,03;58,92;723,53;563,00;466,45
12;2018-07-05;339,57;57,25;815,70;687,00;466,53
12;2018-07-06;334,53;56,09;693,47;790,00;466,47
12;2018-07-07;332,35;56,52;686,35;847,00;466,37
12;2018-07-08;328,91;55,44;354,67;499,00;466,28
12;2018-07-09;326,09;54,91;565,46;854,00;466,10
12;2018-07-10;323,97;54,76;897,59;1119,00;465,96
12;2018-07-11;323,53;55,96;1160,00;1160,00;465,96
14;2018-06-12;20,60;20,60;20,30;35,00;842,35
14;2018-06-13;20,90;20,90;17,30;32,00;842,28
14;2018-06-14;19,81;19,81;17,42;32,00;842,21
14;2018-06-15;19,52;19,52;17,53;32,00;842,14
14;2018-06-16;19,36;19,36;11,28;32,00;842,04
14;2018-06-17;18,77;18,77;11,51;32,00;841,94
14;2018-06-18;19,11;19,11;11,51;32,00;841,84
14;2018-06-19;19,10;19,10;13,71;32,00;841,75
14;2018-06-20;19,59;19,59;14,71;33,00;841,66
14;2018-06-21;19,18;19,18;14,94;33,00;841,57
14;2018-06-22;18,53;18,53;14,94;33,00;841,48
14;2018-06-23;18,21;18,21;15,06;33,00;841,39
14;2018-06-24;17,81;17,81;15,18;33,00;841,30
14;2018-06-25;17,66;17,66;16,18;34,00;841,21
14;2018-06-26;17,41;17,41;14,44;34,00;841,11
14;2018-06-27;17,01;17,01;16,41;34,00;841,02
14;2018-06-28;17,16;17,16;14,56;34,00;840,92
14;2018-06-29;16,77;16,77;15,79;35,00;840,82
14;2018-06-30;16,58;16,58;13,79;33,00;840,72
14;2018-07-01;16,12;16,12;13,90;33,00;840,62
14;2018-07-02;15,97;15,97;14,02;33,00;840,52
14;2018-07-03;16,28;16,28;12,28;33,00;840,41
14;2018-07-04;16,14;16,14;12,40;33,00;840,30
14;2018-07-05;16,24;16,24;11,63;32,00;840,19
14;2018-07-06;15,98;15,98;11,63;32,00;840,08
14;2018-07-07;16,09;16,09;13,60;32,00;839,98
14;2018-07-08;16,03;16,03;13,83;32,00;839,88
14;2018-07-09;15,73;15,73;13,83;32,00;839,78
14;2018-07-10;14,79;14,79;13,09;33,00;839,67
14;2018-07-11;14,19;14,19; 9,74;33,00;839,54
15;2018-06-12;33,73;13,00;46,29;53,00;664,32
15;2018-06-13;33,94;13,19;44,20;42,00;664,50
15;2018-06-14;32,86;12,50;42,31;40,00;664,69
15;2018-06-15;31,99;12,32;41,39;40,00;664,81
15;2018-06-16;31,66;12,22;47,12;47,00;664,82
15;2018-06-17;30,92;11,85;47,31;48,00;664,76
15;2018-06-18;31,00;12,06;44,50;43,00;664,88
15;2018-06-19;31,16;12,06;46,31;47,00;664,83
15;2018-06-20;31,71;12,37;44,54;45,00;664,79
15;2018-06-21;31,49;12,11;44,46;44,00;664,83
15;2018-06-22;30,55;11,70;44,04;43,00;664,91
15;2018-06-23;29,87;11,50;41,50;43,00;664,79
15;2018-06-24;29,26;11,25;42,65;43,00;664,76
15;2018-06-25;28,88;11,15;41,35;41,00;664,79
15;2018-06-26;28,53;10,99;42,35;42,00;664,82
15;2018-06-27;27,95;10,74;41,19;42,00;664,75
15;2018-06-28;27,92;10,84;41,50;40,00;664,87
15;2018-06-29;27,55;10,59;42,22;45,00;664,65
15;2018-06-30;27,14;10,47;41,85;40,00;664,80
15;2018-07-01;26,53;10,18;40,23;40,00;664,82
15;2018-07-02;26,13;10,08;40,23;40,00;664,84
15;2018-07-03;26,40;10,28;41,58;41,00;664,88
15;2018-07-04;26,40;10,19;43,23;43,00;664,90
15;2018-07-05;26,45;10,25;41,42;42,00;664,85
15;2018-07-06;26,20;10,09;41,73;43,00;664,75
15;2018-07-07;26,19;10,16;39,73;41,00;664,65
15;2018-07-08;26,18;10,12;39,23;39,00;664,66
15;2018-07-09;25,81; 9,93;39,23;39,00;664,68
15;2018-07-10;24,59; 9,33;39,23;39,00;664,70
15;2018-07-11;23,44; 8,96;39,69;39,00;664,76
16;2018-06-12;34,21; 0,51;48,20;46,00;572,95
16;2018-06-13;34,42; 0,51;38,03;54,00;572,48
16;2018-06-14;33,48; 0,49;35,69;35,00;572,50
16;2018-06-15;32,58; 0,48;39,56;34,00;572,67
16;2018-06-16;32,18; 0,47;44,70;41,00;572,78
16;2018-06-17;31,47; 0,46;45,69;45,00;572,80
16;2018-06-18;31,46; 0,47;43,39;42,00;572,84
16;2018-06-19;31,61; 0,47;43,26;45,00;572,79
16;2018-06-20;32,12; 0,48;45,00;45,00;572,79
16;2018-06-21;31,99; 0,47;43,69;43,00;572,81
16;2018-06-22;31,13; 0,46;42,69;42,00;572,83
16;2018-06-23;30,40; 0,45;42,64;46,00;572,73
16;2018-06-24;29,77; 0,44;41,22;44,00;572,65
16;2018-06-25;29,36; 0,43;40,35;40,00;572,66
16;2018-06-26;29,00; 0,43;40,69;40,00;572,68
16;2018-06-27;28,44; 0,42;41,74;40,00;572,73
16;2018-06-28;28,35; 0,42;38,36;35,00;572,83
16;2018-06-29;28,01; 0,41;44,39;43,00;572,87
16;2018-06-30;27,60; 0,41;37,57;40,00;572,80
16;2018-07-01;27,01; 0,40;39,00;39,00;572,80
16;2018-07-02;26,57; 0,39;38,65;39,00;572,79
16;2018-07-03;26,76; 0,40;39,00;39,00;572,79
16;2018-07-04;26,79; 0,40;41,74;40,00;572,84
16;2018-07-05;26,84; 0,40;42,65;43,00;572,83
16;2018-07-06;26,62; 0,39;42,35;42,00;572,84
16;2018-07-07;26,58; 0,39;38,65;39,00;572,83
16;2018-07-08;26,57; 0,39;39,00;39,00;572,83
16;2018-07-09;26,24; 0,39;38,65;39,00;572,82
16;2018-07-10;25,11; 0,37;39,35;39,00;572,83
16;2018-07-11;23,94; 0,35;38,65;39,00;572,82
17;2018-06-12;704,83;234,12;586,66;1023,00;440,12
17;2018-06-13;704,09;231,76;525,89;1262,00;439,91
17;2018-06-14;695,81;222,84;722,67;1056,00;439,82
17;2018-06-15;689,09;219,52;592,63;963,00;439,72
17;2018-06-16;690,98;226,45;532,63;903,00;439,62
17;2018-06-17;689,75;229,09;532,59;940,00;439,51
17;2018-06-18;676,65;216,07;529,44;1085,00;439,36
17;2018-06-19;669,10;205,42;599,93;674,00;439,34
17;2018-06-20;676,05;209,03;505,81;691,00;439,29
17;2018-06-21;682,78;214,57;459,89;571,00;439,26
17;2018-06-22;678,38;213,09;484,41;1077,00;439,10
17;2018-06-23;667,61;209,50;441,15;1293,00;438,87
17;2018-06-24;657,03;208,82;433,44;989,00;438,72
17;2018-06-25;643,80;206,96;438,37;1068,00;438,55
17;2018-06-26;634,05;207,64;916,59;1324,00;438,44
17;2018-06-27;627,22;208,98;827,74;1087,00;438,37
17;2018-06-28;617,50;206,28;1005,63;1376,00;438,27
17;2018-06-29;607,69;202,53;927,41;1520,00;438,11
17;2018-06-30;599,44;200,03;477,09;947,00;437,98
17;2018-07-01;591,54;196,76;355,25;824,00;437,83
17;2018-07-02;583,61;193,58;509,25;1103,00;437,64
17;2018-07-03;579,11;194,42;774,75;1306,00;437,47
17;2018-07-04;574,17;195,48;734,25;1203,00;437,32
17;2018-07-05;565,40;193,87;819,25;1413,00;437,13
17;2018-07-06;557,62;192,12;932,00;1182,00;437,05
17;2018-07-07;551,75;190,78;985,81;1171,00;436,99
17;2018-07-08;547,92;189,31;731,52;963,00;436,91
17;2018-07-09;545,30;190,24;908,45;1111,00;436,84
17;2018-07-10;542,20;189,88;1198,68;1054,00;436,89
17;2018-07-11;536,30;185,83;1341,68;1197,00;436,94
18;2018-06-12;874,51;172,21;1087,08;1274,00;379,03
18;2018-06-13;871,49;167,10;1332,00;1643,00;378,98
18;2018-06-14;869,15;164,94;1262,81;1573,00;378,93
18;2018-06-15;858,88;161,70;1100,44;1595,00;378,85
18;2018-06-16;851,07;160,86;1035,47;1282,00;378,81
18;2018-06-17;847,31;156,65;1109,05;1355,00;378,77
18;2018-06-18;843,06;153,11;1169,20;1292,00;378,75
18;2018-06-19;831,01;152,17;871,07;1422,00;378,66
18;2018-06-20;823,53;153,17;836,50;1324,00;378,58
18;2018-06-21;824,53;149,64;737,88;1102,00;378,52
18;2018-06-22;827,60;145,94;1079,34;1382,00;378,47
18;2018-06-23;819,23;140,12;1343,28;1464,00;378,45
18;2018-06-24;807,42;138,02;1167,58;1228,00;378,44
18;2018-06-25;798,20;139,41;1204,42;1144,00;378,45
18;2018-06-26;785,54;139,54;1365,00;1365,00;378,45
18;2018-06-27;774,28;138,61;1227,98;1409,00;378,42
18;2018-06-28;771,95;143,60;1401,33;1582,00;378,39
18;2018-06-29;762,97;143,85;1653,69;1292,00;378,45
18;2018-06-30;748,10;138,77;1199,98;1381,00;378,42
18;2018-07-01;737,01;136,19;988,07;1289,00;378,37
18;2018-07-02;727,48;134,62;1135,86;1256,00;378,35
18;2018-07-03;716,32;131,38;1355,93;1416,00;378,34
18;2018-07-04;710,93;131,07;1311,46;1611,00;378,29
18;2018-07-05;707,20;132,21;1498,32;1618,00;378,27
18;2018-07-06;698,34;131,48;1350,28;1410,00;378,26
18;2018-07-07;688,89;129,97;1270,28;1330,00;378,25
18;2018-07-08;680,59;127,86;1076,95;1256,00;378,22
18;2018-07-09;675,54;126,98;1196,39;1256,00;378,21
18;2018-07-10;672,33;126,59;1150,90;1270,00;378,19
18;2018-07-11;666,64;123,92;1260,51;1320,00;378,18
22;2018-06-12;40,39;40,39;32,80;30,00;798,60
22;2018-06-13;40,62;40,62;35,60;30,00;798,60
22;2018-06-14;40,86;40,86;32,80;30,00;798,60
22;2018-06-15;39,53;39,53;30,00;30,00;798,60
22;2018-06-16;38,20;38,20;30,00;30,00;798,60
22;2018-06-17;37,49;37,49;27,20;30,00;798,60
22;2018-06-18;36,88;36,88;27,20;30,00;798,60
22;2018-06-19;36,21;36,21;27,25;72,00;798,57
22;2018-06-20;35,49;35,49;28,27;87,00;798,52
22;2018-06-21;34,69;34,69;24,09;94,00;798,47
22;2018-06-22;33,93;33,93;24,88;92,00;798,43
22;2018-06-23;33,16;33,16;24,41;30,00;798,42
22;2018-06-24;32,27;32,27;24,41;30,00;798,42
22;2018-06-25;31,50;31,50;20,06;76,00;798,38
22;2018-06-26;30,61;30,61;20,49;96,00;798,32
22;2018-06-27;29,75;29,75;19,90;101,00;798,27
22;2018-06-28;28,87;28,87;18,90;100,00;798,21
22;2018-06-29;28,59;28,59;19,69;98,00;798,15
22;2018-06-30;28,63;28,63;18,03;46,00;798,13
22;2018-07-01;28,77;28,77;18,04;46,00;798,11
22;2018-07-02;27,22;27,22;19,69;98,00;798,06
22;2018-07-03;26,28;26,28;17,90;99,00;798,00
22;2018-07-04;26,37;26,37;17,08;87,00;797,95
22;2018-07-05;26,47;26,47;17,27;76,00;797,91
22;2018-07-06;26,49;26,49;17,05;59,00;797,88
22;2018-07-07;24,86;24,86;16,45;64,00;797,84
22;2018-07-08;23,87;23,87;13,63;36,00;797,83
22;2018-07-09;23,88;23,88;13,26;58,00;797,79
22;2018-07-10;23,90;23,90;11,86;65,00;797,76
22;2018-07-11;23,97;23,97;14,67;65,00;797,72
251;2018-06-12;65,97;25,28;50,59;58,00;747,15
251;2018-06-13;65,93;25,43;49,60;57,00;747,15
251;2018-06-14;66,32;25,58;54,30;58,00;747,15
251;2018-06-15;64,95;24,75;50,60;58,00;747,14
251;2018-06-16;62,77;23,91;50,70;47,00;747,14
251;2018-06-17;61,31;23,47;54,03;17,00;747,16
251;2018-06-18;60,27;23,09;50,59;58,00;747,16
251;2018-06-19;59,21;22,67;76,52;58,00;747,17
251;2018-06-20;58,07;22,22;101,48;57,00;747,19
251;2018-06-21;56,81;21,72;113,65;58,00;747,22
251;2018-06-22;55,55;21,24;112,71;57,00;747,25
251;2018-06-23;54,30;20,76;69,30;47,00;747,27
251;2018-06-24;52,91;20,20;46,75;17,00;747,28
251;2018-06-25;51,60;19,72;78,54;112,00;747,26
251;2018-06-26;50,22;19,17;105,85;117,00;747,26
251;2018-06-27;48,81;18,63;117,78;62,00;747,29
251;2018-06-28;47,39;18,08;116,00;116,00;747,29
251;2018-06-29;46,62;17,90;116,56;57,00;747,32
251;2018-06-30;46,54;17,93;76,81;47,00;747,34
251;2018-07-01;46,72;18,01;58,01;17,00;747,36
251;2018-07-02;45,04;17,04;92,12;189,00;747,31
251;2018-07-03;43,20;16,45;112,60;187,00;747,27
251;2018-07-04;42,83;16,51;107,28;189,00;747,22
251;2018-07-05;42,99;16,57;92,59;189,00;747,17
